938403,xAXAGfX,1,18402337578,yBpBlY@126.com,92,20190405091203,2
759746,TgLYc,2,17840280774,dwcDPg@sina.com,48,20190405091203,1
755623,ttUoj,2,17361114098,XbCeX@sina.com,37,20190405091203,2
383261,EXuMiA,1,17852291427,xKuDxn@tom.com,88,20190405091203,2
647906,uVbRxsB,1,18541985030,LxKPUPf@sina.com,80,20190405091203,0
412112,jQfdnX,1,18442958893,GZSwMba@qq.com,69,20190405091203,2
311505,IUMBr,1,17355397217,ARxLSO@189.com,15,20190405091203,1
686390,ZwkDhJA,1,13973576606,sBPjhQv@sina.com,19,20190405091203,0
508006,MiGFZJ,2,13489354207,Jqiys@qq.com,7,20190405091238,2
420474,pQWbniI,2,18729781990,zKPkdNU@189.com,12,20190405091238,1
544443,jxdPA,1,15738225847,ECeDiJP@buaa.edu.cn,84,20190405091238,1
842101,pAxFGB,1,13920251495,wnVXD@163.com,97,20190405091238,0
753274,MzcdY,1,19906313503,oRsUb@sohu.com,45,20190405091238,0
239418,ZqGqkr,2,18675398032,vCFGl@139.com,77,20190405091238,1
117551,dhEzz,1,13710928801,tvEXPhT@sina.com,4,20190405091238,2
450671,hjmSHH,1,17858908195,nEphksx@buaa.edu.cn,43,20190405091238,1
936279,VqBPKY,2,17812213055,XlsbB@sohu.com,50,20190405091238,2
980296,LFNsG,1,15045230176,ZAjXhX@qq.com,75,20190405091238,2
382980,Pdrmdw,1,17787144656,zuUsl@aliyun.com,65,20190405091241,0
200000,FkVPGA,2,15529342011,LNgZiT@tom.com,14,20190405091241,2
180844,wloiyt,2,18433954007,wMFaO@buaa.edu.cn,74,20190405091241,2
932136,CiVJWxk,1,13554421212,eMoLpn@buaa.edu.cn,64,20190405091241,2
113033,CVNpvRZ,2,18490599695,DaHUz@139.com,18,20190405091241,1
104655,tQMzCo,2,18476662527,UCgia@aliyun.com,95,20190405091241,2
494014,DSOaj,2,13343460321,NrQpn@126.com,9,20190405091241,2
257700,InOtZZ,2,15823946844,zbLuCz@sohu.com,28,20190405091241,2
888547,WBFHg,2,18750746885,KCcxn@163.com,65,20190405091241,0
656194,RqArugD,2,18496856351,NCVsA@tom.com,26,20190405091241,2
152246,HVFin,2,15034333281,UZQjoFy@sohu.com,69,20190405091241,0
600492,oxCWIh,2,13434616329,xmmeG@tom.com,52,20190405091241,2
845726,VLXuY,2,13613731542,DQdzY@qq.com,93,20190405091241,2
127375,UaLHt,1,13172492322,ZFKHvM@buaa.edu.cn,21,20190405091241,0
140340,jBmCqH,2,18460105048,PqbFY@189.com,70,20190405091241,0
923299,GIpoom,1,13774717441,Qouyh@163.com,13,20190405091241,1
758224,zwizJHm,2,13752473542,iAwXAO@sohu.com,75,20190405091241,2
607997,ZwbTMQ,1,17814957396,yPvASp@126.com,47,20190405091241,1
949275,TnZvQ,1,18266965812,wbAjsFH@aliyun.com,94,20190405091241,1
625085,VzOGIV,1,13915367887,douaOIp@sina.com,50,20190405091241,1
198040,CGpJoRC,1,18982007394,izucosP@aliyun.com,90,20190405091242,2
628858,pcURMQ,2,13160588427,jXKimB@163.com,3,20190405091242,2
665534,vCRsW,2,17034464158,VDlZFl@aliyun.com,71,20190405091242,1
447178,sGsukI,2,15794940135,CEhNalM@buaa.edu.cn,95,20190405091242,1
338947,VbKsr,2,13203605998,eulkzc@126.com,4,20190405091242,0
869928,NUiNmQ,1,13018894992,RFGCZiQ@189.com,35,20190405091242,0
425796,CULVuIF,1,15838186296,TBZRR@139.com,38,20190405091242,2
310620,zRNAz,2,18083925128,DpJxq@qq.com,21,20190405091242,0
473084,FPYTuy,1,15277035740,bnHhX@163.com,68,20190405091242,1
371970,HXHOAGT,2,17605227438,rLCjt@sohu.com,65,20190405091242,1
